id;link;frage;antwort
286;https://www.hensche.de/Betriebsratsmitglied_Versetzung_Arbeitsrecht_Betriebsratsmitglied.html;Wo finden Sie mehr zum Thema Betriebsratsmitglied - Versetzung? ; Weitere Informationen, die Sie im Zusammenhang mit dem Thema Betriebsrat - Versetzung interessieren könnten, finden Sie hier: Handbuch Arbeitsrecht: Anhörung des Betriebsrats Handbuch Arbeitsrecht: Arbeitsvertrag und allgemeine Geschäftsbedingungen (AGB) - Versetzungsvorbehalt, Versetzungsklausel Handbuch Arbeitsrecht: Betriebsrat Handbuch Arbeitsrecht: Betriebsrat - Kündigungsschutz Handbuch Arbeitsrecht: Betriebsratsmitglied Handbuch Arbeitsrecht: Betriebsratswahl - Größe und Zusammensetzung des Betriebsrats: Wer ist zu wählen? Handbuch Arbeitsrecht: Betriebsratswahl - Wahlvorstand: Wer organisiert die Wahl? Handbuch Arbeitsrecht: Freistellung, Suspendierung Handbuch Arbeitsrecht: Kündigung - Änderungskündigung Handbuch Arbeitsrecht: Kündigung - Außerordentliche Kündigung Handbuch Arbeitsrecht: Kündigung - Betriebsbedingte Kündigung Handbuch Arbeitsrecht: Mitbestimmung in personellen Angelegenheiten Handbuch Arbeitsrecht: Unkündbarkeit Handbuch Arbeitsrecht: Versetzung Handbuch Arbeitsrecht: Weisungsrecht Tipps und Tricks: Was tun bei Versetzung? Kommentare unseres Anwaltsteams zu aktuellen Fragen rund um das Thema Betriebsrat - Versetzung finden Sie hier: Arbeitsrecht aktuell: 20/108 Behinderung der Betriebsratswahlen durch den Arbeitgeber Arbeitsrecht aktuell: 20/060 Versetzung wegen Konflikten am Arbeitsplatz Arbeitsrecht aktuell: 15/233 Was muss der Betriebsrat beachten, wenn er einem Anwalt einen Auftrag erteilt? Arbeitsrecht aktuell: 14/151 Versetzung eines Betriebsratsmitglieds Arbeitsrecht aktuell: 13/273 Ausschluss aus dem Betriebsrat Arbeitsrecht aktuell: 11/041 LAG Köln: Benachteiligung eines Betriebsratsmitgliedes Arbeitsrecht aktuell: 10/159 Interessenkollision bei Beschluss des Betriebsrats Arbeitsrecht aktuell: 09/130 Zustimmungsverweigerung bei personellen Einzelmaßnahmen: E-Mail genügt Arbeitsrecht aktuell: 09/097 Verweigerung der Zustimmung zu personellen Maßnahmen ohne Unterschrift Arbeitsrecht aktuell: 08/107 Kein Stimmrecht von Betriebsratsmitgliedern in sie persönlich betreffenden Angelegenheiten Letzte Überarbeitung: 4. Januar 2021 Was können wir für Sie tun? Wenn Sie als Betriebsrat oder Betriebsratsmitglied Fragen im Zusammenhang mit dem Thema Versetzung haben, Ihnen möglicherweise eine Versetzung in Aussicht gestellt wurde oder wenn Sie gegen eine aus Ihrer Sicht zu weit gehende Versetzung Ihres Arbeitgebers vorgehen wollen, beraten wir Sie jederzeit gerne. Je nach Lage des Falles bzw. entsprechend Ihren Wünschen verhandeln in Ihrem Namen außergerichtlich mit Ihrem Arbeitgeber oder vertreten Sie vor dem Arbeitsgericht, falls eine gerichtliche Auseinandersetzung erforderlich ist. Für eine möglichst rasche und effektive Beratung benötigen wir folgende Unterlagen: Arbeitsvertrag / Arbeitsverträge Gehaltsnachweise Schriftverkehr über die geplante Versetzung (falls vorhanden) Beschluss des Betriebsrats über die Beauftragung unserer Kanzlei (bitte vorab mit uns abstimmen, um Fehler bei der Beschlussfassung zu vermeiden) www.hensche.de > Handbuch Arbeitsrecht > Arbeitsrecht - B Bewertung: 4.0 von 5 Sternen (9 Bewertungen) Autorenprofil 
287;https://www.hensche.de/Arbeitsrecht_Betriebsrat_Schulung_Betriebsratsschulung.html;Warum sollten Mitglieder des Betriebsrats Schulungen besuchen? ;" Für jeden Betriebsrat, der sich mit Erfolg für seine Kolleginnen und Kollegen einsetzen will, stellt sich immer wieder die Frage, ob er genug für seine Fortbildung getan hat. Ohne genaue Kenntnisse des Betriebsverfassungsgesetzes (BetrVG) ist eine erfolgreiche Tätigkeit als Betriebsrat nicht möglich. Und nicht nur das BetrVG, sondern auch andere wichtige Gesetzesgrundlagen des individuellen und des kollektiven Arbeitsrechts müssen Betriebsräte kennen, da sie mit ihnen in der Praxis der Betriebsratsarbeit immer wieder zu tun haben. Um hier fachlich ""auf Augenhöhe"" mit dem Arbeitgeber bzw. den Mitarbeitern der Personalabteilung verhandeln zu können, sind Schulungen für alle engagierten Betriebsratsmitglieder unvermeidlich. Fortbildung ist Pflicht, und zwar für alle Mitglieder des Betriebsrats, für ""alte Hasen"" ebenso wie für frischgewählte Betriebsräte.  "
288;https://www.hensche.de/Arbeitsrecht_Betriebsrat_Schulung_Betriebsratsschulung.html;Wo ist der Anspruch auf Teilnahme an Schulungs- und Bildungsveranstaltungen geregelt? ;" Das Gesetz gibt Betriebsratsmitgliedern daher in § 37 Abs.6 und 7 BetrVG einen Rechtsanspruch auf bezahlte Freistellung zur Teilnahme an Schulungs- und Bildungsveranstaltungen. Nach § 37 Abs.6 Satz 1 BetrVG besteht der Freistellungsanspruch zum Zwecke der ""Teilnahme an Schulungs- und Bildungsveranstaltungen, soweit diese Kenntnisse vermitteln, die für die Arbeit des Betriebsrats erforderlich sind.""  "
289;https://www.hensche.de/Arbeitsrecht_Betriebsrat_Schulung_Betriebsratsschulung.html;Wann ist eine Schulungsveranstaltung erforderlich im Sinne des Gesetzes? ;" Ob eine Schulungsveranstaltung ""erforderlich"" im Sinne der o.g. Vorschrift ist, hängt von zwei Faktoren ab: Erstens vom Wissen des einzelnen Betriebsratsmitglieds: Wer bereits vor einem halben Jahr eine einwöchige Schulung zum Thema ""Schutz vor Diskriminierung im Arbeitsleben - Grundzüge des Allgemeinen Gleichbehandlungsgesetzes (AGG)"" besucht hat, braucht für seine Arbeit als Betriebsratsmitglied wohl kaum eine Schulung zum Thema ""AGG und Betriebsratsarbeit"". Zweitens von der betrieblichen Situation: Wenn eine große Kündigungswelle ins Haus steht und der Arbeitgeber daher mit dem Betriebsrat über einen Interessenausgleich und Sozialplan verhandeln möchte, da die geplante Kündigungswelle die Voraussetzungen für eine Betriebsänderung im Sinne von § 111 BetrVG erfüllt, dann ist offensichtlich, dass alle Betriebsratsmitglieder Schulungsbedarf für eine Seminarveranstaltung zum Thema ""Sozialpläne bei Massenentlassungen richtig gestalten"" haben. Dagegen wäre die Teilnahme an einem Seminar zu diesem Thema nicht erforderlich, wenn es im Betrieb seit Jahren keine einzige betriebsbedingte Kündigung gab und sich daran angesichts der günstigen wirtschaftlichen Lage des Betriebs auch so schnell nichts ändern wird. Beide Voraussetzungen (fehlende Kenntis des Betriebsratsmitglieds, Erforderlichkeit des Wissens für die Betriebsratsarbeit) müssen zusammen vorliegen, damit eine Schulungsveranstaltung notwendig im Sinne von § 37 Abs.6 Satz 1 BetrVG ist, d.h. Kenntnisse vermittelt, die für die Arbeit des Betriebsrats notwendig sind.  "
290;https://www.hensche.de/Arbeitsrecht_Betriebsrat_Schulung_Betriebsratsschulung.html;Wer entscheidet über die Teilnahme von Betriebsratsmitgliedern an Schulungsveranstaltungen? ;" Als Betriebsrat kann man die Schulungen nach seinem Ermessen, d.h. durch einen Beschluss des Gremiums festlegen, und man kann nach seinem Ermessen darüber beschließen, welche Mitglieder des Betriebsrats an der Schulung teilnehmen sollen. Gerichtlich überprüfbar ist nur die Einhaltung der Grenzen des Ermessens durch den Betriebsrat. Bis zur Grenze der Ermessensüberschreitung durch den Betriebsrat muss der Arbeitgeber die Schulungsentscheidungen des Betriebsrats hinnehmen. Er muss auch dann, wenn ihm die Entscheidung des Betriebsrats nicht gefällt, die Teilnehmer unter Fortzahlung der Vergütung freistellen und die Kursgebühren bezahlen. BEISPIEL: Der Betriebsrat beschließt, dass alle seine sieben Mitglieder, d.h. fünf neugewählte und zwei ""alte Hasen"", an einer Schulung zum Thema ""Grundzüge der Mitbestimmung in sozialen Angelegenheiten"" teilnehmen sollen. Der Arbeitgeber meint, die beiden alten Hasen könnten zu Hause bleiben, da sie doch bereits vier bzw. acht Jahre lang im Betriebsrat mitgearbeitet haben. Da in dieser Zeit viele Betriebsvereinbarungen zu sozialen Angelegenheiten vereinbart worden sind, kann man den Standpunkt des Arbeitgebers verstehen. Er ist aber rechtlich nicht maßgeblich, da es nicht auf sein Ermessen, sondern auf das Ermessen des Betriebsrats ankommt. Und da der Betriebsrat hier nicht überzogen hat, d.h. die Grenzen seines Ermessens nicht überschritten hat, muss der Arbeitgeber alle sieben Betriebsratsmitglieder freistellen und die Kursgebühr für alle sieben Mitglieder zahlen.  "
291;https://www.hensche.de/Arbeitsrecht_Betriebsrat_Schulung_Betriebsratsschulung.html;Was ist erforderlich für eine reibungslose Durchführung einer Schulungsveranstaltung? ;" Da der Betriebsrat wie gesagt rechtlich zuständig ist für die Gestaltung seines eigenen Fortbildungsprogramms, muss er auch in einer dem BetrVG entsprechenden Weise von dieser rechtlichen Möglichkeit Gebrauch machen. Konkret sind drei Dinge erforderlich, damit die Durchführung einer Bildungsveranstaltung für alle Beteiligten (Schulungsteilnehmer, Schulungsveranstalter, Betriebsrat und Arbeitgeber) rechtlich reibungslos vonstatten geht: Der Betriebsrat muss zunächst einmal einen ordnungsgemäßen Beschluss über die Durchführung einer Schulungsveranstaltung zu einem bestimmten Thema treffen. Voraussetzung dafür wiederum ist, dass der Betriebsratsvorsitzende in einem ersten Schritt an alle seine Betriebsratskollegen eine Einladung (am besten per E-Mail) zur nächsten Betriebsratssitzung verschickt, in der sich als einer der Tagesordnungspunkte (TOP) der Punkt ""Beschlussfassung über die Teilnahme der Betriebsratskollegen A, B und C an einer Schulungsveranstaltung zum Thema >XYZ<"" genannt wird. Dann muss das Gremium über diesen TOP beschließen und der Beschluss muss ordnungsgemäß durch den Protokollführer protokolliert werden. Gegenstand der Beratungen und Beschlussfassung muss ein konkretes Angebot eines Veranstalters sein, das Thema, Zeitdauer und Kosten enthält. Der vom Betriebsrat gefasste Beschluss muss dem Arbeitgeber durch den Betriebsratsvorsitzenden zur Kenntnis gebracht werden, und zwar mit der Bitte um Freistellung der Schulungsteilnehmer und um Kostenfreigabe bzw. Kostenübernahmeerklärung. Schließlich muss der Arbeitgeber durch eindeutige bzw. verbindliche Erklärung die Freistellung der Betriebsratsmitglieder und die Kostenübernahme erklärt haben. Liegen diese drei Voraussetzungen vor, können die Betriebsratsmitglieder ruhigen Gewissens an der Schulung teilnehmen. Und der Veranstalter kann sich sicher sein, dass er sein Geld erhält.  "
292;https://www.hensche.de/Arbeitsrecht_Betriebsrat_Schulung_Betriebsratsschulung.html;Woraus folgt die Pflicht des Arbeitgebers, Kursgebühren sowie Reise- und Übernachtungskosten zu tragen? ; § 37 Abs.6 Satz 1 BetrVG enthält nur den Anspruch der Betriebsratsmitglieder auf bezahlte Freistellung für die Zeit, während der sie an Fortbildungsveranstalungen teilgenommen haben. Hat der Betriebsrat den o.g. Ablauf hinter sich gebracht, d.h. hat er beschlossen, dass einzelne seiner Mitglieder an einer bestimmten Bildungsveranstaltung teilnehmen sollen, und ist die Teilnahme an dieser Bildungsveranstaltung notwendig im Sinne von § 37 Abs.6 Satz 1 BetrVG, dann muss der Arbeitgeber auch alle Kosten tragen, die aus der Teilnahme an der Bildungsveranstaltung resultieren. Diese Pflicht folgt aus § 40 Abs.1 BetrVG. Dieser Vorschrift zufolge trägt der Arbeitgeber die durch die Tätigkeit des Betriebsrats entstehenden Kosten. Zu den Kosten, die durch die Tätigkeit des Betriebsrats entstehen, gehören bei der rechtmäßigen bzw. durch § 37 Abs.6 Satz 1 BetrVG gedeckten Teilnahme an einer Schulungsveranstaltung insbesondere die Seminargebühren, Kosten für die Anreise zum Ort der Schulungsveranstaltung Kosten für die Übernachtung vor Ort, falls die Schulung auswärts stattfindet und mehrere Tage dauert.  
293;https://www.hensche.de/Arbeitsrecht_Betriebsrat_Schulung_Betriebsratsschulung.html;Was tun, wenn der Arbeitgeber nicht mitspielt? ; Sollte der Arbeitgeber bei Punkt 3.) der obigen Liste nicht mitmachen, d.h. seine Zustimmung verweigern oder eine Zustimmung nur teilweise (etwa in bezug auf einzelne Betriebsratsmitglieder) erklären, kann der Betriebsrat - unter Inanspruchnahme eines Rechtsanwalts - vor das Arbeitsgericht ziehen und die Freistellung und Kostenübernahme im Wege des arbeitsgerichtlichen Beschlussverfahrens erstreiten.  
294;https://www.hensche.de/Arbeitsrecht_Betriebsrat_Schulung_Betriebsratsschulung.html;Wo finden Sie mehr zum Thema Betriebsratsschulung? ; Weitere Informationen, die Sie im Zusammenhang mit dem Thema Betriebsratsschulung interessieren könnten, finden Sie hier: Handbuch Arbeitsrecht: Anfechtung der Wahl zum Betriebsrat Handbuch Arbeitsrecht: Betriebsrat Handbuch Arbeitsrecht: Betriebsrat - Kündigungsschutz Handbuch Arbeitsrecht: Betriebsratsmitglied Handbuch Arbeitsrecht: Betriebsratsmitglied - Versetzung Handbuch Arbeitsrecht: Betriebsratswahl - Amtszeit und Wahlzeitpunkt: Wann wird gewählt? Handbuch Arbeitsrecht: Betriebsratswahl - Arbeitnehmer und Wahlberechtigung: Wer wählt wen? Handbuch Arbeitsrecht: Betriebsratswahl - Betrieb und Betriebsteil: Wo wird gewählt? Handbuch Arbeitsrecht: Betriebsratswahl - Betriebsgröße und Wahlverfahren: Wie wird gewählt? Handbuch Arbeitsrecht: Betriebsratswahl - Größe und Zusammensetzung des Betriebsrats: Wer ist zu wählen? Handbuch Arbeitsrecht: Betriebsratswahl - Wahlvorstand: Wer organisiert die Wahl? Handbuch Arbeitsrecht: Betriebsratswahl - Urnengang und Stimmenauszählung: Wer ist gewählt? Handbuch Arbeitsrecht: Betriebsvereinbarung Handbuch Arbeitsrecht: Fortbildung Handbuch Arbeitsrecht: Freistellung, Suspenderung Handbuch Arbeitsrecht: Mitbestimmung in personellen Angelegenheiten Handbuch Arbeitsrecht: Mitbestimmung in sozialen Angelegenheiten Handbuch Arbeitsrecht: Mitbestimmung in wirtschaftlichen Angelegenheiten Übersicht Handbuch Arbeitsrecht Kommentare unseres Anwaltsteams zu aktuellen Fragen rund um das Thema Betriebsratsschulung finden Sie hier: Arbeitsrecht aktuell: 14/176 Betriebsrat hat Anspruch auf Fachzeitschrift Arbeitsrecht aktuell: 14/086 Mutterschutz und Fortbildung Arbeitsrecht aktuell: 13/264 Fortbildung für die Schwerbehindertenvertretung Arbeitsrecht aktuell: 12/015 Betriebsratsmitglied wegen Betriebsratsschulung vor Gericht Arbeitsrecht aktuell: 11/153 Betriebsratsschulung auf englisch Arbeitsrecht aktuell: 11/085 Rhetorik-Schulung für den Betriebsrat Arbeitsrecht aktuell: 11/031 Änderung des Gesetzes über Europäische Betriebsräte geplant Arbeitsrecht aktuell: 09/214 Betriebsrat hat Anspruch auf rhetorische Schulung Arbeitsrecht aktuell: 09/167 Betriebsrat: Grundlagenschulung zur Mitbestimmung in sozialen Angelegenheiten ist erforderlich Arbeitsrecht aktuell: 09/079 Zeitpunkt der Erforderlichkeit einer Betriebsratsschulung Letzte Überarbeitung: 22. März 2018 Was können wir für Sie tun? Wenn es Probleme bei der Durchführung einer geplanten Schulungsveranstaltung gibt, beraten und unterstützen wir Sie jederzeit gerne. Darüber hinaus führen wir als Rechtsanwaltskanzlei, die auf das Arbeitsrecht spezialisiert ist, selbst regelmäßig Schulungs- und Fortbildungsveranstaltungen für Betriebsräte durch. Dabei sind wir in der Regel pro Schulung für einen Betriebsrat bzw. einen Betrieb tätig. Daher können wir uns auf Ihre indivuellen Wünsche in bezug auf die Inhalte, die Dauer und die zeitliche Lage der Schulung einstellen. Je nachdem, wo der Betrieb liegt, können wir Schulungen auch als Inhouse-Veranstaltung, d.h. in den Räumen des Betriebs anbieten. Wir bieten Ihnen und Ihren Betriebsratskollegen kompetente Referenten und eine persönliche Atmosphäre, in der die Teilnehmer größtenteils noch während der Schulung bestimmen können, welche Themen und Fragen vertieft werden sollen. Wenn alle Mitglieder eines Betriebsrats an derselben Schulungsveranstaltung teilnehmen, ist der Nutzeffekt meist am größten, da dann kein Mitglied von der Meinungsbildung im Gremium ausgeschlossen wird. Denn was man heute lernt, kann man oft schon morgen bei der praktischen Arbeit anwenden, und dann haben alle Mitglieder des Betriebsrats denselben Wissensstand. Themen einer Schulung könnten zum Beispiel sein Organisation der Betriebsratsarbeit: Einladung zur Sitzung, Aussprache, Abstimmung, Protokollführung, Schriftverkehr, Betriebsvereinbarung Das Betriebsratsbüro: Anforderungen an den Raum für die Betriebsratsarbeit, Ausstattung mit Sachmitteln, Internetzugang usw. Grundzüge des individuellen Arbeitsrechts: Vom Abschluss des Arbeitsvertrags über Krankheit, Urlaub, Versetzung bis hin zur Kündigung Grundzüge des kollektiven Arbeitsrechts: Betriebsrat und Gewerkschaft, Betriebsvereinbarung und Tarifvertrag, Einigungsstelle und Streik Grundzüge des Betriebsverfassungsrechts: Aufgaben des Betriebsrats, Informations, Mitwirkungs- und Mitbestimmungsrechte, Betriebsvereinbarung Mitbestimmung in sozialen Angelegenheiten: Ordnung im Betrieb, Überwachung und Kontrolle von Arbeitnehmern, Arbeitszeitregulierung Mitbestimmung in personellen Angelegenheiten: Mitbestimmung des Betriebsrats bei Einstellungen und Versetzungen, Mitwirkung bei Kündigungen Mitbestimmung in wirtschaftlichen Angelegenheiten: Betriebsänderung, Interessenausgleich, Sozialplan, Massenentlassung, Wirtschaftsausschuss Sprechen Sie uns an, wenn Sie eine Schulungsveranstaltung zu einem dieser oder auch zu anderen Fragen des Arbeits- bzw. Betriebsverfassungsrechts durchführen wollen. Wir unterstützen Sie gerne im Vorfeld einer Schulungsmaßnahme dabei, dass Sie als Betriebsrat einen ordnungsgemäßen Beschluss über die Durchführung einer Schulungsveranstaltung zu einem bestimmten Thema und unter Teilnahme bestimmter Betriebsratsmitglieder treffen, und dass der Arbeitgeber vorab eine verbindliche Kostenübernahmeerklärung abgibt. Sollte es hierbei Probleme geben, können wir Ihnen gerne bei der Lösung - notfalls auch durch ein arbeitsgerichtliches Beschlussverfahren. www.hensche.de > Handbuch Arbeitsrecht > Arbeitsrecht - B Bewertung: 4.5 von 5 Sternen (17 Bewertungen) Autorenprofil 
295;https://www.hensche.de/betriebsratswahl-amtszeit-und-wahlzeitpunkt-wann-wird-gewaehlt.html;Wann werden Betriebsräte gewählt? ; Die regelmäßigen Betriebsratswahlen finden alle vier Jahre im Frühjahr statt, d.h. in der Zeit vom 01. März bis zum 31. Mai (§ 13 Abs.1 Satz 1 Betriebsverfassungsgesetz - BetrVG). Die Wahljahre sind 2010, 2014, 2018, 2022 usw. Die Betriebsratswahlen 2018 finden dementsprechend vom 01.03.2018 bis zum 31.05.2018 statt.  
